200 PA4-K-Unknown-myOutput.txt
-42.94	-7.35	-19.49		-42.94	-7.35	-19.49	0.007
24.53	6.30	38.28		24.52	6.30	38.28	0.015
18.91	-8.60	9.23		18.93	-8.68	9.25	0.089
-35.30	3.63	-15.76		-35.28	3.61	-15.79	0.041
-13.83	12.01	20.57		-13.89	11.96	20.53	0.085
-22.46	-3.49	-47.44		-22.47	-3.48	-47.35	0.096
7.06	13.80	-8.89		7.08	13.78	-8.85	0.052
-5.40	0.96	-32.23		-5.41	0.96	-32.23	0.014
0.35	9.56	-12.32		0.36	9.49	-12.30	0.082
-8.72	-3.07	20.30		-8.84	-3.13	20.32	0.137
-9.02	-27.86	-34.34		-9.06	-27.80	-34.31	0.080
-8.91	7.63	-9.35		-8.91	7.63	-9.35	0.004
10.50	21.51	36.76		10.47	21.73	36.78	0.228
26.44	-5.15	14.71		26.44	-5.15	14.71	0.008
17.97	-15.24	-15.79		17.93	-15.38	-15.89	0.180
-6.09	23.81	32.57		-6.08	23.87	32.60	0.062
10.64	23.09	27.63		10.64	23.06	27.62	0.028
16.39	9.73	-23.09		16.40	9.73	-23.08	0.009
22.43	-12.94	-20.25		22.49	-13.10	-20.34	0.189
15.43	2.35	-21.37		15.40	2.35	-21.43	0.071
-12.97	18.52	34.91		-12.99	18.53	34.93	0.032
-39.82	0.52	-32.71		-39.80	0.50	-32.70	0.027
20.88	-16.02	-6.10		20.89	-16.04	-6.10	0.026
25.51	-5.13	15.73		25.54	-5.22	15.76	0.101
13.24	-5.96	55.83		13.20	-5.90	55.82	0.075
26.01	7.24	-30.25		26.01	7.24	-30.26	0.016
12.06	-16.26	-2.44		12.08	-16.18	-2.46	0.083
-27.23	-18.02	-7.13		-27.22	-18.03	-7.18	0.059
-6.56	0.05	36.74		-6.49	0.07	36.73	0.076
38.44	6.88	7.60		38.43	6.88	7.59	0.009
-7.10	-20.43	-10.15		-7.10	-20.44	-10.14	0.005
-11.51	8.85	15.04		-11.45	8.86	15.05	0.064
14.65	19.46	-30.74		14.67	19.42	-30.70	0.055
-33.38	-5.78	-9.24		-33.36	-5.80	-9.29	0.053
30.87	-8.58	-5.82		30.91	-8.62	-5.83	0.052
-7.29	19.24	13.71		-7.22	19.17	13.83	0.160
-4.20	18.87	11.83		-4.22	18.89	11.81	0.030
-39.30	2.14	-21.62		-39.28	2.12	-21.63	0.033
-6.78	3.38	36.40		-6.91	3.37	36.41	0.129
-4.88	-15.73	-4.14		-4.87	-15.75	-4.13	0.021
32.13	3.11	-25.66		32.09	3.12	-25.64	0.046
12.15	22.42	31.17		12.15	22.49	31.17	0.075
-37.46	-20.27	-38.33		-37.41	-20.24	-38.30	0.067
-42.99	-3.85	-28.97		-43.09	-3.82	-29.01	0.111
8.48	25.74	8.32		8.51	25.68	8.31	0.068
38.01	-0.93	-11.66		37.98	-0.91	-11.64	0.037
-2.71	-7.84	-39.32		-2.72	-7.84	-39.31	0.008
-31.44	-30.05	-24.73		-31.44	-30.06	-24.72	0.011
-19.94	-10.44	-3.33		-19.92	-10.43	-3.38	0.055
19.24	22.54	19.70		19.28	22.63	19.73	0.105
-6.60	10.49	44.03		-6.79	10.52	44.06	0.197
-6.58	2.40	-36.22		-6.52	2.45	-36.26	0.090
-30.27	6.20	-38.17		-30.29	6.23	-38.19	0.040
-5.89	11.24	52.39		-5.81	11.21	52.39	0.087
38.11	2.42	8.70		38.08	2.42	8.67	0.039
-9.77	-25.85	-38.39		-9.75	-25.88	-38.41	0.038
13.63	20.27	57.55		13.56	20.19	57.54	0.110
-10.94	2.91	18.00		-10.91	2.92	17.99	0.032
-25.33	-12.30	-48.31		-25.35	-12.30	-48.45	0.137
1.31	21.84	34.67		1.31	21.79	34.66	0.049
21.55	23.04	15.03		21.53	22.99	15.02	0.055
-24.71	-1.36	-10.09		-24.71	-1.37	-10.10	0.009
-39.98	-22.06	-27.78		-40.04	-22.10	-27.79	0.074
31.76	0.42	15.68		31.74	0.43	15.66	0.038
12.21	-6.32	44.81		12.21	-6.29	44.81	0.034
-6.84	4.70	55.66		-6.94	4.68	55.66	0.100
26.34	11.31	27.06		26.41	11.33	27.08	0.073
35.99	5.34	-18.59		35.97	5.35	-18.58	0.023
18.44	4.07	-23.96		18.45	4.07	-23.95	0.017
-39.80	-16.49	-15.20		-39.89	-16.52	-15.14	0.109
14.56	8.77	-17.43		14.63	8.75	-17.39	0.078
-6.77	3.21	57.20		-6.81	3.21	57.20	0.039
-3.45	-16.83	-39.43		-3.46	-16.82	-39.42	0.011
25.42	3.57	-29.78		25.41	3.59	-29.73	0.052
-5.80	-0.59	49.46		-5.74	-0.57	49.46	0.061
-7.32	-20.62	-41.42		-7.26	-20.66	-41.47	0.091
11.86	18.09	-27.76		11.88	18.10	-27.76	0.023
-6.57	19.07	39.96		-6.56	19.05	39.94	0.037
-9.73	14.12	37.78		-9.65	14.13	37.73	0.102
-18.05	-27.77	-40.34		-18.04	-27.82	-40.37	0.059
-15.94	-28.61	-14.82		-16.00	-28.48	-14.90	0.165
27.54	1.58	24.52		27.57	1.57	24.53	0.031
7.39	21.17	38.56		7.38	21.23	38.56	0.053
11.45	19.53	-22.74		11.46	19.53	-22.74	0.004
-5.97	0.02	48.40		-5.97	0.02	48.40	0.005
6.92	21.61	-3.12		6.89	21.63	-3.13	0.042
11.97	17.77	62.94		11.97	17.77	62.94	0.005
-6.12	10.08	53.28		-6.18	10.10	53.28	0.067
23.50	-7.60	9.08		23.48	-7.54	9.06	0.066
8.40	20.63	53.96		8.39	20.66	53.96	0.032
12.56	-10.91	8.35		12.55	-10.87	8.34	0.038
-4.14	13.60	5.06		-4.01	13.49	5.12	0.184
-34.90	3.44	-15.14		-34.84	3.33	-15.23	0.158
13.37	25.80	-6.95		13.37	25.82	-6.96	0.023
38.51	0.07	-0.51		38.45	0.11	-0.51	0.072
38.07	4.44	-12.83		38.04	4.44	-12.81	0.036
4.99	-10.92	-23.79		5.03	-10.94	-23.83	0.065
36.35	13.51	-5.33		36.36	13.51	-5.33	0.008
18.20	-1.17	61.39		18.19	-1.16	61.37	0.018
-12.87	15.79	17.22		-12.86	15.80	17.25	0.030
-39.36	2.05	-21.97		-39.41	2.08	-21.95	0.064
-30.73	-30.64	-27.54		-30.66	-30.53	-27.54	0.126
21.56	12.70	49.61		21.60	12.72	49.62	0.050
2.51	22.89	30.75		2.49	22.66	30.68	0.236
-9.02	-1.02	-42.54		-9.00	-1.01	-42.55	0.019
-24.14	-32.71	-25.85		-24.14	-32.71	-25.85	0.005
6.29	15.26	63.11		6.29	15.26	63.16	0.046
-29.19	-17.09	-46.72		-29.20	-17.12	-46.77	0.059
27.76	-5.94	12.54		27.74	-5.87	12.50	0.083
-1.52	-7.32	-31.59		-1.52	-7.32	-31.59	0.000
-2.94	14.40	4.58		-2.91	14.37	4.60	0.040
19.06	16.91	50.28		18.93	16.81	50.26	0.159
2.33	17.27	1.32		2.34	17.27	1.32	0.003
-9.39	11.53	36.40		-9.34	11.55	36.38	0.060
-8.64	7.48	31.86		-8.56	7.50	31.85	0.080
-12.24	-28.88	-36.00		-12.26	-28.84	-35.98	0.047
-1.15	-16.56	-36.07		-1.24	-16.53	-36.02	0.102
32.43	-5.70	8.64		32.43	-5.69	8.64	0.009
38.26	4.26	-12.45		38.28	4.26	-12.46	0.022
-21.75	-22.81	-45.28		-21.76	-22.83	-45.30	0.031
-7.62	12.88	41.02		-7.64	12.88	41.03	0.025
-35.79	-4.24	-11.11		-35.79	-4.23	-11.10	0.011
7.98	1.46	-20.40		7.99	1.48	-20.42	0.025
17.54	16.59	59.97		17.61	16.66	59.98	0.096
-15.69	13.88	21.23		-15.72	13.86	21.22	0.031
-13.04	7.08	-13.47		-13.08	7.17	-13.45	0.102
-34.71	2.28	-39.24		-34.65	2.19	-39.17	0.126
-8.50	20.78	15.97		-8.50	20.78	15.98	0.005
-30.35	6.88	-37.07		-30.34	6.87	-37.07	0.019
11.58	19.12	-14.98		11.59	19.12	-14.98	0.009
25.69	8.79	31.73		25.77	8.79	31.75	0.078
-26.47	-29.12	-37.61		-26.47	-29.12	-37.61	0.001
